,PR,NPC,POLY,EBR
0,82,12,6.301458670988655,0.05836575875486383
1,80,12,21.439293598233995,0.06349206349206349
2,82,12,16.302652106084242,0.0
3,82,12,8.75779376498801,0.05232558139534882
4,82,12,8.555555555555555,0.08121827411167515
5,82,12,7.951956074124914,0.054187192118226646
6,82,12,10.212373037857802,0.07189542483660127
7,82,12,11.13009708737864,0.022058823529411797
8,81,12,8.441907320349229,0.02020202020202022
9,82,12,10.622775800711743,0.06874999999999998
10,82,12,13.792584009269989,0.03448275862068961
11,82,12,8.515509601181684,0.052631578947368474
12,82,12,8.533519553072626,0.055276381909547756
13,82,12,7.902631578947369,0.038461538461538436
14,82,12,10.67079207920792,0.036809815950920255
15,82,12,9.534246575342467,0.08280254777070062
16,81,12,9.393457943925233,0.05442176870748294
17,82,12,13.17095115681234,0.04761904761904767
18,82,12,9.64516129032258,0.048128342245989275
19,82,12,13.986352357320099,0.06140350877192979
20,82,12,10.771484375,0.09999999999999998
21,82,12,15.186666666666667,0.0337078651685393
22,82,12,9.617592592592592,0.04026845637583898
23,82,12,9.87854609929078,0.05696202531645567
