,PR,NPC,POLY,EBR
722,38,7,4.835062826485952,0.0
723,51,8,6.033689333513586,0.010101010101010055
724,62,9,7.786514934044153,0.012658227848101222
725,60,7,6.258459342286137,0.010000000000000009
726,59,8,7.279513109603148,0.010000000000000009
727,68,9,6.608256190507343,0.0
728,60,9,7.381744721522287,0.0
729,65,8,5.919642137503023,0.010101010101010055
730,32,8,5.284725196288365,0.0
731,65,8,6.433616377040548,0.0
732,34,7,4.0084707730281615,0.0
733,50,8,5.383644016837041,0.013157894736842146
734,45,6,6.797908184753615,0.008849557522123908
735,45,7,5.605811832160542,0.0
736,52,9,7.6661180601272765,0.008333333333333304
737,41,7,4.026701091574613,0.0
738,38,7,3.9997020262216925,0.0
739,53,7,5.1301057468157705,0.0
740,23,8,5.353243137425501,0.0
741,35,8,4.5991201353637905,0.0
742,54,7,5.66081476479856,0.0
743,36,8,5.32615237015394,0.0
744,53,9,2.76089724158836,0.0
745,53,11,4.500085019554498,0.0
746,65,10,6.028802293757331,0.0
747,53,8,4.620657568238213,0.0
748,44,7,3.988084204951675,0.0
749,48,7,4.069098543498229,0.0
750,52,9,3.593671392636634,0.010752688172043001
751,48,8,4.463073523105848,0.012499999999999956
752,48,7,6.899737551425734,0.0
753,60,8,6.217497572571735,0.0
754,34,7,6.033726142278774,0.03797468354430378
755,50,8,7.0016805840029415,0.0
756,46,7,6.371923937360179,0.03529411764705881
757,65,8,7.739730692654302,0.0
758,49,8,9.845184131290738,0.012499999999999956
759,32,7,4.27731458301587,0.0
760,45,8,5.740159918914353,0.0
761,60,10,7.389155600294243,0.0
762,51,7,6.15378201620678,0.0
763,61,7,7.1452772664519095,0.0
764,67,8,8.960134927936215,0.0
765,60,11,4.738387524883875,0.012499999999999956
766,38,8,4.803819074034564,0.0
767,44,7,5.524635553924676,0.0
768,48,9,5.23884549185754,0.0
769,48,7,4.759692777105582,0.0
770,48,7,4.780125408942203,0.0
771,48,7,5.0127922165668215,0.0
772,55,7,4.5192003451747444,0.013513513513513487
773,43,8,5.399833201650425,0.0
774,58,8,7.092593905031892,0.07499999999999996
775,58,7,7.383545612889179,0.0
776,49,10,4.135221432476763,0.0
777,41,9,3.6980503367600144,0.013157894736842146
778,38,7,6.827123239744599,0.0
779,42,6,3.2090368084637424,0.0
780,44,8,3.214338957782747,0.0
781,48,7,5.1358700653354195,0.016949152542372836
782,55,7,7.058803054365088,0.0
783,55,7,5.095381939676873,0.0
784,55,7,5.7886528519918325,0.0
785,41,9,5.11651568566201,0.01666666666666672
786,58,7,6.426334805299077,0.025000000000000022
787,51,8,6.239190044294452,0.0625
788,52,7,6.767835483515272,0.0
789,50,8,4.561276287164612,0.0
790,48,6,5.062038808417601,0.01449275362318836
791,41,7,6.14413647964895,0.01666666666666672
792,39,7,5.184719320858705,0.01666666666666672
793,48,7,6.374641062455133,0.01666666666666672
794,47,7,5.378610120586874,0.010101010101010055
795,55,8,4.444286140286936,0.012499999999999956
796,50,7,4.382739170669369,0.0
797,52,7,4.624839914621131,0.0
798,50,8,6.889884461211978,0.0
799,57,7,6.653852405721716,0.0
800,46,9,7.3419198638951295,0.0
801,38,8,7.9265924305693645,0.012499999999999956
802,45,8,7.901441359429525,0.011494252873563204
803,54,11,5.672840130890935,0.0
804,48,9,6.426111438486218,0.0
805,53,7,5.297165831141113,0.0
806,43,7,3.334377641851907,0.0
807,34,9,4.730761187787537,0.0
808,39,7,5.784696799449056,0.0
809,44,9,5.363652553314634,0.01666666666666672
810,67,7,5.820755400898942,0.013513513513513487
811,38,10,4.77572536377102,0.0
812,43,9,4.867128852777532,0.01666666666666672
813,43,8,5.62594696969697,0.0
814,51,11,5.3051374345549736,0.0
815,43,10,4.0844162847128604,0.0
816,47,10,4.30126433605085,0.0
817,43,8,4.311825502918066,0.0
818,41,10,6.466358228684732,0.0
819,63,8,6.921300844959717,0.0
820,52,4,5.5497481276153415,0.0
821,35,5,5.321651173558428,0.03749999999999998
822,48,6,6.19720522302582,0.0
823,58,7,6.563042761349895,0.008333333333333304
824,36,12,5.390617645520631,0.0
825,48,11,5.866575205243788,0.0
826,64,10,4.747518429720586,0.008474576271186418
827,50,9,5.425553018245566,0.008695652173912993
828,53,10,4.561309949892627,0.013513513513513487
829,41,9,5.386717146375952,0.0
830,55,9,5.3712997347480105,0.010000000000000009
831,57,9,5.7022341142944155,0.0
832,53,8,5.9917430793968105,0.0
833,38,10,3.4359892771057194,0.0
834,28,12,4.404459991254919,0.0
835,24,9,3.6912414185141458,0.0
836,34,12,3.7856742221782307,0.012499999999999956
837,50,9,5.307593644478183,0.0
838,34,9,5.936645798430473,0.0
839,55,8,5.79497545480797,0.0
840,33,7,6.554928895193938,0.0
841,39,7,6.492775889121339,0.0
842,42,9,6.491154393042558,0.0
843,33,8,3.982440007006481,0.0
844,38,10,4.374738950078672,0.0
845,44,9,6.354798517984197,0.0
846,39,8,5.57454561418913,0.0
847,40,7,5.375193747320516,0.0
848,36,8,5.79241641039063,0.0
849,44,7,6.063343421755386,0.013333333333333308
850,55,7,6.788657762207138,0.0
851,50,10,4.893216941821826,0.010000000000000009
852,46,7,7.264328095455435,0.0
853,59,12,5.995789399193263,0.012499999999999956
854,43,9,4.997280312632023,0.0
855,40,9,5.148373820786231,0.0
856,39,10,5.165466369866003,0.0
857,38,8,4.099774223894638,0.0
858,48,9,4.948278115402209,0.0
859,36,12,4.6812585140941,0.0
860,43,10,5.0472722179424325,0.0
861,47,7,6.896759522455941,0.0
862,45,11,4.88287341217696,0.0
863,47,12,4.90031163086821,0.0
864,43,10,6.554830194063927,0.0
865,49,8,11.054667714610078,0.0
866,45,10,11.07767888614734,0.0
867,31,7,5.061269819573537,0.0
868,45,7,4.592694663167104,0.0
869,46,7,3.946318256053398,0.0
870,45,6,4.07212665281033,0.01666666666666672
871,54,7,4.86794476935322,0.0
872,48,7,5.2509932227155875,0.012499999999999956
873,45,8,4.395980855887374,0.0
874,38,7,5.072154034472492,0.012499999999999956
875,55,7,7.183630640083946,0.0
876,34,10,4.585516701461378,0.0
877,34,10,5.179250931346461,0.0
878,43,11,5.831708126036484,0.0
879,36,10,6.571920345113077,0.0
880,40,11,5.662686254484511,0.0
881,52,10,4.782735208535403,0.0
882,36,9,4.4723434394205945,0.0
883,36,9,4.5405961953324185,0.0
884,36,9,5.079586528392393,0.0
885,40,10,4.7047962368664,0.0
886,43,8,3.749482356531026,0.0
887,46,7,3.94307570561857,0.010000000000000009
888,43,8,4.588933897993003,0.0
889,45,7,4.554696315964155,0.012499999999999956
890,45,9,5.243522958567634,0.0
891,32,8,5.110360801200496,0.0
892,48,10,4.557243864300768,0.012820512820512775
893,28,6,3.860201965557659,0.01666666666666672
894,42,10,7.148984198645598,0.0
895,51,12,5.0773523131672595,0.021276595744680882
896,52,12,5.555045011252814,0.0
897,47,8,6.128235294117647,0.0
898,50,9,4.1831093948370714,0.010000000000000009
899,52,10,5.4099614836701315,0.010000000000000009
900,53,8,5.754186572793563,0.009433962264150941
901,46,7,3.5266359860814904,0.025000000000000022
902,40,9,4.627975665667431,0.0
903,43,10,4.698665013615533,0.0
904,38,7,4.155149207182955,0.0
905,36,7,5.08824142966414,0.0
906,47,7,4.09550505888207,0.0
907,43,8,6.320493015612161,0.0
908,41,9,6.195499803484869,0.0
909,58,8,6.542966246528519,0.010000000000000009
910,34,7,5.61449809056192,0.025000000000000022
911,39,9,5.176673369721344,0.0
912,35,7,4.770342398605715,0.0
913,34,6,5.558345707048651,0.0
914,46,8,6.136189647672901,0.0
915,36,7,6.396154686475858,0.0
916,44,8,6.0621971978525595,0.0
917,57,8,5.5734572344741835,0.0
918,42,9,4.743125963176251,0.0
919,51,10,6.337826850953342,0.0
920,50,7,3.4274066576698154,0.04081632653061229
921,35,7,4.391287222309753,0.0
922,35,7,4.536746139329665,0.010000000000000009
923,36,7,4.2973621103117505,0.012499999999999956
924,31,7,6.342549396267837,0.0
925,55,7,5.974018520933872,0.0
926,32,7,4.6847829680320014,0.012499999999999956
927,39,7,7.085321551300932,0.0
928,40,8,4.949294416688579,0.0
929,43,11,5.826159983203863,0.0
930,44,12,5.727959948277577,0.012499999999999956
931,54,12,6.638510128512307,0.0
932,34,7,5.806633618159285,0.0
933,38,7,5.227140974967062,0.0
934,38,7,5.231645072634472,0.0
935,52,8,5.285429776409158,0.0
936,50,6,3.6639802869981155,0.06000000000000005
937,30,8,4.039754392255289,0.01666666666666672
938,38,9,5.14336477297653,0.0
939,38,7,4.276297889147321,0.0
940,41,9,4.410573157707369,0.0
941,41,7,6.461390213627752,0.0
942,44,10,6.870457311771866,0.0
943,53,7,5.931380285394884,0.0
944,55,10,7.558248088191479,0.012499999999999956
945,64,7,8.300688719607638,0.0
946,59,9,7.2879836794756025,0.0
947,34,8,4.141812557125782,0.05063291139240511
948,43,6,4.665427591547737,0.008333333333333304
949,55,8,6.091654038278049,0.0
950,36,9,3.4097612244227675,0.0
951,35,6,4.065692433761267,0.0
952,45,7,3.633493016665542,0.0
953,50,7,3.675176633403744,0.07594936708860756
954,33,7,3.076075220442685,0.01666666666666672
955,47,8,6.269252538704844,0.012499999999999956
956,50,7,6.460291241034557,0.0
957,55,7,8.984491746307558,0.0
958,64,7,7.408042337615343,0.0
959,43,7,5.321413579599119,0.0
960,55,7,7.385971812520485,0.0
961,39,7,6.178054156171284,0.0
962,37,7,5.306785346574114,0.0
963,43,8,3.8651729354687254,0.0
964,44,9,4.872596843615495,0.0
965,48,7,5.309678321678322,0.0
966,48,9,6.440768200672829,0.0
967,48,7,5.37586411218645,0.0
968,63,11,3.2899616195470025,0.030000000000000027
969,40,10,5.391906040879501,0.0
970,64,11,3.3209983785035906,0.0
971,54,7,5.865612258319085,0.0
972,43,10,5.038766218385662,0.010000000000000009
973,48,7,3.5240679217423403,0.08860759493670889
974,47,9,3.799620928284921,0.0
975,36,7,4.7795234354543075,0.0
976,29,7,4.495850337016828,0.017241379310344862
977,43,7,6.138855293694636,0.0
978,43,8,5.184508732169044,0.0
979,48,8,5.465175650878919,0.010000000000000009
980,50,7,3.8343521732373205,0.009708737864077666
981,60,7,6.279428314202116,0.008474576271186418
982,60,8,7.413791885879736,0.0
983,36,9,4.436501009219355,0.0
984,40,9,4.615409836065574,0.0
985,35,7,4.298792518348986,0.0
986,31,9,4.698710000791411,0.0
987,44,9,3.1524108836603526,0.010638297872340385
988,38,8,3.326458652118954,0.012499999999999956
989,48,8,5.600653214868942,0.020618556701030966
990,45,8,5.333451814990892,0.01666666666666672
991,43,7,6.9490451426823405,0.0
992,47,8,5.69816249324446,0.0
993,48,8,5.451933822126523,0.0
994,52,11,8.274636510500807,0.0
995,55,8,4.565052120072106,0.0
996,52,8,5.474961410058513,0.0
997,40,7,3.9084463974268955,0.0
998,48,8,3.3971234116739866,0.012499999999999956
999,50,8,3.686974789915966,0.0
1000,43,12,6.068040537010917,0.0
1001,43,9,5.448599130248806,0.07499999999999996
1002,36,7,4.8776142863380345,0.0
1003,31,7,4.72938864628821,0.0
1004,43,8,4.41316007500109,0.0
1005,41,8,5.109566585797652,0.0
1006,39,8,4.486295105954901,0.0
1007,53,7,5.857418534274813,0.0
1008,43,8,5.594833712336555,0.0
1009,38,7,4.962279489472401,0.0
1010,43,7,5.441434291692219,0.013513513513513487
1011,48,7,6.340580978213317,0.0
1012,40,8,5.845213399832281,0.0
1013,46,8,6.047552397358599,0.0
1014,38,8,5.716869565217391,0.010869565217391353
1015,31,7,2.904200046927899,0.012499999999999956
1016,36,8,7.617236760429939,0.0
1017,53,8,5.872975681806193,0.0
1018,58,11,5.438093574656682,0.0
1019,46,9,6.09274936847136,0.0
1020,48,10,5.3957796589375535,0.0
1021,40,8,6.84566551080288,0.020000000000000018
1022,36,8,6.390608604407135,0.0
1023,43,10,6.691845080586962,0.0
1024,38,8,5.346260659326298,0.0
1025,41,8,5.247995306082535,0.0
1026,43,11,5.397824145489973,0.0
1027,48,7,4.975496630786733,0.0
1028,55,7,6.276375822667259,0.0
1029,53,8,7.56543842878248,0.0
1030,45,8,5.087464415431432,0.0
1031,56,8,6.108330870521788,0.0
1032,38,9,5.062455525754009,0.0
1033,31,7,4.486104860486049,0.0
1034,55,7,4.04557308645195,0.0
1035,50,8,4.059376554753041,0.006451612903225823
1036,50,7,4.495637841370883,0.010638297872340385
1037,41,8,5.423120295822296,0.0
1038,52,8,6.588083813883875,0.0
1039,41,7,4.946753760886778,0.0
1040,38,7,4.3470971544582335,0.0
1041,48,7,5.0335742681604625,0.0
1042,53,8,4.8646112600536195,0.0
1043,40,7,4.959241846518343,0.01388888888888884
1044,38,7,4.9916012558869705,0.0
1045,43,7,5.5458713574042235,0.0
1046,50,7,6.869574974193259,0.01666666666666672
1047,52,9,4.540023686777205,0.0
1048,40,9,4.5803003475637745,0.0
1049,32,7,4.699252293727756,0.0
1050,41,7,5.412601436433168,0.0
1051,46,8,4.956460343610261,0.012658227848101222
1052,34,7,3.5977568798785198,0.010000000000000009
1053,31,7,3.299695431472081,0.0
1054,31,8,3.5674811700823263,0.0
1055,57,8,5.409279378575552,0.0
1056,39,8,5.055760594068211,0.008403361344537785
1057,34,7,5.185178466143589,0.016949152542372836
1058,38,8,7.730296409821633,0.0
1059,44,8,8.218048268625394,0.013157894736842146
1060,51,8,7.413852785578995,0.0
1061,55,8,5.049913431747767,0.008333333333333304
1062,41,10,5.021627330333364,0.0
1063,41,10,6.2854121061563815,0.0
1064,46,8,6.618237749945067,0.0
1065,56,7,6.9411530990641,0.0
1066,31,8,5.492960579243765,0.025000000000000022
1067,48,8,7.427297250261051,0.0
1068,44,8,4.115191630191096,0.0
1069,43,7,4.8799929115718585,0.0
1070,46,10,5.088959179903953,0.0
1071,39,10,5.2401102687801515,0.0
1072,36,11,4.20830862489293,0.0
1073,37,12,4.7937641240624895,0.0
1074,39,8,5.363240615106287,0.010638297872340385
1075,36,9,6.0755978602894904,0.0
1076,36,8,4.4479435497043545,0.0
1077,46,8,6.00507614213198,0.010309278350515427
