,PR,NPC,POLY,EBR
0,79,11,1.6105100463678517,0.14141414141414144
1,79,10,4.503289473684211,0.0
2,82,11,3.535971223021583,0.15909090909090906
3,81,11,5.533632286995516,0.09677419354838712
4,87,11,9.131756756756756,0.0
5,85,12,5.496659242761693,0.0
6,87,12,3.451274362818591,0.0449438202247191
7,87,12,7.319727891156463,0.0
8,85,12,15.62087912087912,0.0
9,87,12,10.224226804123711,0.0
10,84,11,13.043478260869565,0.0625
11,87,12,4.714285714285714,0.0
