,PR,NPC,POLY,EBR
0,82,12,19.12448132780083,0.0
1,82,12,20.322832525578892,0.024742268041237137
2,81,12,13.431818181818182,0.021276595744680882
3,82,12,19.707472583524613,0.04174573055028463
4,81,12,12.730864197530865,0.0
5,82,12,20.76389737324374,0.018561484918793503
6,82,12,12.597727272727273,0.050000000000000044
7,82,12,27.333333333333332,0.03532608695652173
8,82,12,11.076595744680851,0.0
9,82,12,31.84078331204768,0.013114754098360604
10,80,12,21.478021978021978,0.0
11,82,12,26.204901960784312,0.029484029484029506
12,82,12,20.07792207792208,0.0
13,82,12,19.98460445286594,0.040492957746478875
14,81,12,15.817589576547231,0.0
15,82,12,21.879062736205594,0.026565464895635715
16,82,12,19.710084033613445,0.0
17,82,12,24.980645161290322,0.025522041763341052
18,82,12,17.08301886792453,0.0
19,82,12,21.79891891891892,0.04400000000000004
20,82,12,20.918803418803417,0.0625
21,82,12,19.6866485013624,0.04033613445378148
22,82,12,15.371165644171779,0.0
23,82,12,22.806220754197632,0.04471544715447151
