,Pitch_range,Num_pitches,Polyphony,Empty_beat_rates
0,81,61,17.424107142857142,0.033333333333333326
1,81,65,27.0,0.0
2,81,63,28.677685950413224,0.0
3,83,62,28.033333333333335,0.0
